Creation Date,Status,Completion Date,Service Request Number,Type of Service Request,Number of Black Carts Delivered,Current Activity,Most Recent Action,Street Address,ZIP Code,X Coordinate,Y Coordinate,Ward,Police District,Community Area,SSA,Latitude,Longitude,Location,LoadWeight,LoadCapacity,Note
5/10/2017,Completed,9/27/2017,17-02946411,Garbage Cart Black Maintenance/Replacement,1,Dispatch Crew,Cart Approved - Delivered,4417 S WOLCOTT AVE,60609,1164425.941,1875388.67,15,9,61,,41.81345331,-87.67223692,"(41.813453305428034, -87.67223692374)",50,50,TRUE
5/10/2017,Completed,7/12/2017,17-02922704,Garbage Cart Black Maintenance/Replacement,0,Dispatch Crew,Area inspected- cart(s) were on site in working condition,4141 S MAPLEWOOD AVE,60632,1160049.2,1877105.733,12,9,58,,41.81803362,-87.68823801,"(41.818033621542156, -87.68823800923533)",47,50,FALSE
5/10/2017,Completed,10/18/2017,17-02932831,Garbage Cart Black Maintenance/Replacement,0,Dispatch Crew,Area inspected- no carts delivered - gate locked ,3918 S WENTWORTH AVE,60609,1175584.134,1878930.827,3,9,37,,41.82300611,-87.6315003,"(41.823006107716886, -87.6315002963086)",57,50,TRUE
5/10/2017,Completed,10/5/2017,17-02932974,Garbage Cart Black Maintenance/Replacement,0,Dispatch Crew,Area inspected- cart(s) were on site in working condition,3154 S SPRINGFIELD AVE,60623,1150875.434,1883397.185,22,10,30,,41.83530837,-87.72202093,"(41.83530837323845, -87.72202093091191)",16,50,FALSE
5/10/2017,Open,,17-02933071,Garbage Cart Black Maintenance/Replacement,,,,2708 S SAWYER AVE,60623,1155133.244,1885832.315,22,10,30,,41.84235807,-87.70634011,"(41.842358065004575, -87.70634010567889)",60,50,FALSE
5/10/2017,Completed - Dup,7/5/2017,17-02938408,Garbage Cart Black Maintenance/Replacement,,,,2807 S ARCHER AVE,60608,1169248.466,1886244.418,11,9,60,,41.8432732,-87.65431062,"(41.84327320218075, -87.65431062132582)",46,50,TRUE
5/10/2017,Completed,10/20/2017,17-02936348,Garbage Cart Black Maintenance/Replacement,2,Dispatch Crew,Cart Approved - Delivered,2241 S HOMAN AVE,60623,1154046.79,1888894.054,22,10,30,,41.85049066,-87.70994141,"(41.8504906615795, -87.70994140503703)",49,50,TRUE
5/10/2017,Completed - Dup,8/7/2017,17-02942995,Garbage Cart Black Maintenance/Replacement,,,,2122 S RIDGEWAY AVE,60623,1151703.516,1889526.607,24,10,29,,41.85227265,-87.71881973,"(41.85227265380514, -87.718819725656)",25,50,TRUE
5/10/2017,Completed,10/18/2017,17-02925851,Garbage Cart Black Maintenance/Replacement,2,Dispatch Crew,Cart Approved - Delivered,1639 W 21ST ST,60608,1165701.65,1890136.841,25,12,31,,41.85400847,-87.66774219,"(41.85400846526439, -87.6677421862147)",42,50,TRUE
5/10/2017,Completed,7/17/2017,17-02925773,Garbage Cart Black Maintenance/Replacement,0,Dispatch Crew,Area inspected- cart(s) were on site in working condition,1629 W 21ST ST,60608,1165758.55,1890138.241,25,12,31,,41.85401293,-87.66738635,"(41.85401292767947, -87.66738634941755)",5,50,FALSE
5/10/2017,Open,,17-02930063,Garbage Cart Black Maintenance/Replacement,,,,1920 S ALBANY AVE,60623,1155991.5,1890480.553,24,10,29,,41.85486275,-87.70305936,"(41.854862752495826, -87.70305935641466)",3,50,TRUE
5/10/2017,Open,,17-02941771,Garbage Cart Black Maintenance/Replacement,,,,1906 S HOMAN AVE,60623,1154002.3,1890437.38,24,10,29,,41.85504378,-87.71036814,"(41.85504377904158, -87.71036814167269)",47,50,FALSE
5/10/2017,Completed,10/31/2017,17-02927658,Garbage Cart Black Maintenance/Replacement,0,Dispatch Crew,Area inspected- no carts delivered - Private Dumpster,3743 W 18TH ST,60623,1151597.648,1891117.629,24,10,29,,41.85699242,-87.71933398,"(41.85699242241608, -87.71933398008277)",28,50,TRUE
5/10/2017,Completed,10/18/2017,17-02923012,Garbage Cart Black Maintenance/Replacement,0,Dispatch Crew,Area inspected- no carts delivered - Private Dumpster,1013 W 16TH ST,60608,1169986.3,1892253.836,25,12,31,,41.8597323,-87.6515041,"(41.85973230210302, -87.65150409687926)",59,50,FALSE
5/10/2017,Open,,17-02934910,Garbage Cart Black Maintenance/Replacement,,,,4118 W ROOSEVELT RD,60624,1149030.25,1894386.971,24,11,29,,41.86623571,-87.7283861,"(41.86623570570949, -87.72838610290859)",35,50,FALSE
5/10/2017,Open - Dup,,17-02927044,Garbage Cart Black Maintenance/Replacement,,,,3857 W GRENSHAW ST,60624,1150858.272,1894762.63,24,11,29,,41.86700334,-87.72240182,"(41.86700334062572, -87.72240181631426)",17,50,TRUE
5/10/2017,Open,,17-02942009,Garbage Cart Black Maintenance/Replacement,,,,921 S SPRINGFIELD AVE,60624,1150527.252,1895682.823,24,11,26,,41.86913744,-87.72268417,"(41.86913743822309, -87.72268416865829)",20,50,FALSE
5/10/2017,Open,,17-02932838,Garbage Cart Black Maintenance/Replacement,,,,3848 W LEXINGTON ST,60624,1150868.95,1896422.29,24,11,26,,41.8717758,-87.72225853,"(41.87177580423393, -87.72225852683067)",2,50,TRUE
5/10/2017,Open,,17-02938385,Garbage Cart Black Maintenance/Replacement,,,,4724 W VAN BUREN ST,60644,1144963.11,1897606.804,28,11,25,,41.87514917,-87.7436658,"(41.87514917347096, -87.74366580123379)",56,50,FALSE
5/10/2017,Open,,17-02934561,Garbage Cart Black Maintenance/Replacement,,,,3621 W FIFTH AVE,60624,1152188.4,1897794.461,28,11,27,,41.87532135,-87.71660028,"(41.87532135442252, -87.71660027964164)",19,50,TRUE
5/10/2017,Completed,6/12/2017,17-02937221,Garbage Cart Black Maintenance/Replacement,0,Dispatch Crew,Area inspected- cart(s) were on site in working condition,5421 W ADAMS ST,60644,1140360.196,1898802.899,29,15,25,,41.87829188,-87.76050881,"(41.87829188151406, -87.76050880888124)",61,50,TRUE
5/10/2017,Open,,17-02925793,Garbage Cart Black Maintenance/Replacement,,,,230 N LECLAIRE AVE,60644,1142336.485,1901128.894,28,15,25,,41.88540504,-87.75295307,"(41.88540504093735, -87.75295307394842)",58,50,FALSE
5/10/2017,Completed - Dup,7/14/2017,17-02940522,Garbage Cart Black Maintenance/Replacement,,,,3426 W CARROLL AVE,60624,1153477.732,1902189.749,28,11,27,,41.88755429,-87.71230726,"(41.8875542910777, -87.71230725839477)",56,50,TRUE
5/10/2017,Completed - Dup,7/18/2017,17-02927826,Garbage Cart Black Maintenance/Replacement,,,,453 N HARDING AVE,60624,1149976.588,1902775.008,37,11,23,,41.88948764,-87.7245452,"(41.88948764280295, -87.72454520394697)",61,50,TRUE
5/10/2017,Open,,17-02928796,Garbage Cart Black Maintenance/Replacement,,,,1936 W HURON ST,60622,1163368.574,1904693.828,1,12,24,29,41.89421927,-87.67604807,"(41.894219265494584, -87.67604806704813)",8,50,TRUE
5/10/2017,Completed,10/25/2017,17-02933346,Garbage Cart Black Maintenance/Replacement,1,Dispatch Crew,Cart Approved - Delivered,5426 W AUGUSTA BLVD,60651,1139918.846,1906134.243,37,15,25,,41.89863957,-87.76189378,"(41.89863956830275, -87.7618937812851)",35,50,FALSE
5/10/2017,Completed - Dup,6/13/2017,17-02928340,Garbage Cart Black Maintenance/Replacement,,,,2452 W CORTEZ ST,60622,1159865.14,1906911.866,1,12,24,,41.90038056,-87.68907072,"(41.90038056434717, -87.68907072209421)",24,50,FALSE
5/10/2017,Open,,17-02928390,Garbage Cart Black Maintenance/Replacement,,,,2447 W THOMAS ST,60622,1159890.754,1907243.69,1,12,24,,41.9010724,-87.68885941,"(41.90107239825873, -87.68885940703855)",29,50,FALSE
5/10/2017,Completed,10/25/2017,17-02935917,Garbage Cart Black Maintenance/Replacement,1,Dispatch Crew,Cart Approved - Delivered,5049 W CRYSTAL ST,60651,1142474.255,1907850.583,37,25,25,,41.9030776,-87.75284012,"(41.90307760060906, -87.75284012418409)",59,50,TRUE
5/10/2017,Completed,10/26/2017,17-02924311,Garbage Cart Black Maintenance/Replacement,0,Dispatch Crew,CART Removed,7014 W NORTH AVE,60707,1129156.79,1909858.886,29,25,25,,41.90905443,-87.80095693,"(41.9090544250569, -87.80095693005597)",5,50,FALSE
5/10/2017,Completed - Dup,7/14/2017,17-02929224,Garbage Cart Black Maintenance/Replacement,,,,1629 N CENTRAL PARK AVE,60647,1152101.255,1910589.574,26,14,23,,41.91087621,-87.71642729,"(41.91087620669997, -87.71642729219114)",14,50,FALSE
5/10/2017,Completed - Dup,6/27/2017,17-02948174,Garbage Cart Black Maintenance/Replacement,,,,1651 N LINDER AVE,60639,1139483.548,1910437.629,37,25,25,,41.91092108,-87.76290319,"(41.910921081249676, -87.76290319284703)",27,50,TRUE
5/10/2017,Completed,7/28/2017,17-02934666,Garbage Cart Black Maintenance/Replacement,2,Dispatch Crew,Cart Approved - Delivered,1629 N MAPLEWOOD AVE,60647,1159112.815,1910745.063,1,14,24,,41.91116474,-87.69075923,"(41.91116473974604, -87.69075923132515)",35,50,TRUE
5/10/2017,Completed,10/27/2017,17-02942305,Garbage Cart Black Maintenance/Replacement,2,Dispatch Crew,Cart Approved - Delivered,1706 N MOZART ST,60647,1157156.079,1911355.788,1,14,24,,41.91258737,-87.69823071,"(41.91258736683365, -87.6982307072831)",57,50,FALSE
5/10/2017,Completed,10/19/2017,17-02935426,Garbage Cart Black Maintenance/Replacement,1,Dispatch Crew,Cart Approved - Delivered,1814 N KEELER AVE,60639,1148101.726,1911746.163,35,25,20,,41.91399704,-87.73148806,"(41.91399704166536, -87.73148806441641)",28,50,TRUE
5/10/2017,Completed,10/27/2017,17-02932572,Garbage Cart Black Maintenance/Replacement,1,Dispatch Crew,Cart Approved - Delivered,1918 N KIMBALL AVE,60647,1153392.462,1912618.441,26,14,22,,41.91687155,-87.71204408,"(41.91687154721451, -87.71204408319905)",35,50,TRUE
5/10/2017,Completed - Dup,7/25/2017,17-02938393,Garbage Cart Black Maintenance/Replacement,,,,2300 N NEWCASTLE AVE,60707,1130213.11,1914313.937,36,25,18,,41.92120964,-87.79714596,"(41.92120964308701, -87.79714595542416)",42,50,FALSE
5/10/2017,Completed,11/3/2017,17-02951970,Garbage Cart Black Maintenance/Replacement,0,Dispatch Crew,Area inspected- cart(s) were on site in working condition,2253 N KILDARE AVE,60639,1147347.631,1914632.8,35,25,20,,41.92230599,-87.73390267,"(41.922305987135665, -87.7339026667163)",37,50,FALSE
5/10/2017,Completed,10/27/2017,17-02949167,Garbage Cart Black Maintenance/Replacement,2,Dispatch Crew,Cart Approved - Delivered,2531 W BELDEN AVE,60647,1159324.679,1915285.905,1,14,22,,41.92315385,-87.69063537,"(41.923153854817265, -87.69063536823477)",14,50,FALSE
5/10/2017,Completed - Dup,7/31/2017,17-02937826,Garbage Cart Black Maintenance/Replacement,,,,2352 N KEELER AVE,60639,1147993.714,1915308.102,31,25,20,,41.92416115,-87.73180504,"(41.92416115139116, -87.73180504487381)",56,50,FALSE
5/10/2017,Completed,11/3/2017,17-02941790,Garbage Cart Black Maintenance/Replacement,0,Dispatch Crew,Area inspected- cart(s) were on site in working condition,3317 W FULLERTON AVE,60647,1153611.02,1915755.525,35,14,22,,41.92456191,-87.71130819,"(41.92456191063503, -87.71130818602514)",14,50,FALSE
5/10/2017,Open,,17-02932212,Garbage Cart Black Maintenance/Replacement,,,,2525 N MONTICELLO AVE,60647,1151619.434,1916650.712,31,25,22,,41.92715132,-87.71813469,"(41.92715131530122, -87.71813468604833)",30,50,TRUE
5/10/2017,Completed - Dup,7/21/2017,17-02924567,Garbage Cart Black Maintenance/Replacement,,,,1214 W WRIGHTWOOD AVE,60614,1167707.484,1917407.586,43,19,7,,41.92902255,-87.65922956,"(41.929022550365254, -87.65922955546526)",17,50,FALSE
5/10/2017,Completed,11/6/2017,17-02924574,Garbage Cart Black Maintenance/Replacement,2,Dispatch Crew,Cart Approved - Delivered,2648 N MAGNOLIA AVE,60614,1167519.858,1917723.355,43,19,7,,41.93034509,-87.65999464,"(41.93034509175397, -87.65999463950904)",22,50,FALSE
5/10/2017,Completed,10/25/2017,17-02930353,Garbage Cart Black Maintenance/Replacement,1,Dispatch Crew,Cart Approved - Delivered,1946 W DIVERSEY PKWY,60614,1162890.12,1918604.485,32,19,5,,41.93240863,-87.67700977,"(41.932408632754644, -87.67700977297638)",1,50,TRUE
5/10/2017,Completed,11/3/2017,17-02936822,Garbage Cart Black Maintenance/Replacement,0,Dispatch Crew,Area inspected- cart(s) were on site in working condition,2914 N GRESHAM AVE,60618,1152224.848,1919382.267,35,14,21,,41.93487794,-87.71592843,"(41.934877938176555, -87.71592843255273)",31,50,FALSE
5/10/2017,Completed,11/3/2017,17-02929642,Garbage Cart Black Maintenance/Replacement,1,Dispatch Crew,Cart Approved - Delivered,2946 N ALLEN AVE,60618,1152611.614,1919360.185,35,14,21,,41.93500231,-87.71431275,"(41.935002306764446, -87.71431274703723)",44,50,FALSE
5/10/2017,Completed,11/3/2017,17-02929498,Garbage Cart Black Maintenance/Replacement,2,Dispatch Crew,Cart Approved - Delivered,2839 W WELLINGTON AVE,60618,1156815.76,1919812.933,33,14,21,,41.93562655,-87.69931352,"(41.93562655193172, -87.69931352045711)",35,50,TRUE
5/10/2017,Completed,11/3/2017,17-02929428,Garbage Cart Black Maintenance/Replacement,1,Dispatch Crew,Cart Approved - Delivered,2825 W WELLINGTON AVE,60618,1156903.46,1919812.233,33,14,21,,41.93562988,-87.69872972,"(41.935629884249245, -87.69872972085095)",49,50,TRUE
5/10/2017,Completed,11/3/2017,17-02930913,Garbage Cart Black Maintenance/Replacement,0,Dispatch Crew,Area inspected- cart(s) were on site in working condition,2730 W WELLINGTON AVE,60618,1157523.41,1919820.49,33,14,21,,41.93585926,-87.69656083,"(41.93585925867796, -87.69656083302782)",27,50,TRUE
5/10/2017,Completed,11/3/2017,17-02930858,Garbage Cart Black Maintenance/Replacement,0,Dispatch Crew,Area inspected- cart(s) were on site in working condition,2736 W WELLINGTON AVE,60618,1157494.51,1919820.09,33,14,21,,41.93586125,-87.69680018,"(41.93586124994704, -87.69680017519535)",38,50,FALSE
5/10/2017,Completed,11/3/2017,17-02931015,Garbage Cart Black Maintenance/Replacement,0,Dispatch Crew,Area inspected- cart(s) were on site in working condition,2716 W WELLINGTON AVE,60618,1157672.01,1919823.29,33,14,21,,41.93586547,-87.69597148,"(41.93586546969393, -87.69597148318144)",37,50,FALSE
5/10/2017,Completed,11/3/2017,17-02930824,Garbage Cart Black Maintenance/Replacement,1,Dispatch Crew,Cart Approved - Delivered,2743 W NELSON ST,60618,1157557.29,1920154.887,33,14,21,,41.93655197,-87.69701864,"(41.93655196602866, -87.69701864441858)",40,50,TRUE
5/10/2017,Completed,10/31/2017,17-02933455,Garbage Cart Black Maintenance/Replacement,1,Dispatch Crew,Cart Approved - Delivered,5041 W BARRY AVE,60641,1142219.939,1920141.209,31,25,19,,41.93680915,-87.75336233,"(41.936809154529236, -87.75336232866088)",60,50,TRUE
5/10/2017,Completed,6/12/2017,17-02934908,Garbage Cart Black Maintenance/Replacement,0,Dispatch Crew,Area inspected- cart(s) were on site in working condition,4148 W SCHOOL ST,60641,1148163.874,1921614.096,30,17,16,,41.94096665,-87.73159489,"(41.940966652524395, -87.7315948875408)",3,50,TRUE
5/10/2017,Completed,11/3/2017,17-02926487,Garbage Cart Black Maintenance/Replacement,1,Dispatch Crew,Cart Approved - Delivered,3339 N AUSTIN AVE,60634,1135791.103,1921696.343,36,16,15,,41.94147801,-87.77618474,"(41.94147800854122, -87.7761847449247)",11,50,TRUE
5/10/2017,Completed,8/21/2017,17-02924793,Garbage Cart Black Maintenance/Replacement,1,Dispatch Crew,Cart Approved - Delivered,6214 W ROSCOE ST,60634,1134364.134,1921956.233,36,16,17,,41.94215724,-87.78187288,"(41.942157240677595, -87.78187287720644)",10,50,TRUE
5/10/2017,Completed,11/6/2017,17-02930753,Garbage Cart Black Maintenance/Replacement,1,Dispatch Crew,Cart Approved - Delivered,1221 W HENDERSON ST,60657,1167433.67,1922376.63,44,19,6,,41.94244951,-87.66027894,"(41.94244951310621, -87.6602789432644)",53,50,TRUE
5/10/2017,Completed,11/6/2017,17-02927167,Garbage Cart Black Maintenance/Replacement,1,Dispatch Crew,Cart Approved - Delivered,1342 W ROSCOE ST,60657,1166746.762,1922693.729,44,19,6,27,41.94353946,-87.66319803,"(41.94353946492049, -87.66319802632546)",44,50,FALSE
5/10/2017,Completed,11/6/2017,17-02927114,Garbage Cart Black Maintenance/Replacement,1,Dispatch Crew,Cart Approved - Delivered,1336 W ROSCOE ST,60657,1166786.762,1922694.929,44,19,6,27,41.94354328,-87.66297246,"(41.94354327868274, -87.6629724623525)",47,50,TRUE
5/10/2017,Completed,11/6/2017,17-02927065,Garbage Cart Black Maintenance/Replacement,0,Dispatch Crew,Area inspected- cart(s) were on site in working condition,1330 W ROSCOE ST,60657,1166826.662,1922696.129,44,19,6,27,41.94354709,-87.6627469,"(41.94354709200163, -87.66274689835842)",4,50,TRUE
5/10/2017,Completed,11/6/2017,17-02927035,Garbage Cart Black Maintenance/Replacement,0,Dispatch Crew,Area inspected no such address as specified,1322 W ROSCOE ST,60657,1166879.962,1922697.729,44,19,6,27,41.94355196,-87.66244577,"(41.943551960041134, -87.66244577022078)",56,50,TRUE
5/10/2017,Completed,11/6/2017,17-02926986,Garbage Cart Black Maintenance/Replacement,0,Dispatch Crew,Area inspected no such address as specified,1316 W ROSCOE ST,60657,1166919.862,1922698.829,44,19,6,27,41.94355535,-87.66222019,"(41.94355534868872, -87.66222019404726)",57,50,FALSE
5/10/2017,Completed,11/6/2017,17-02926925,Garbage Cart Black Maintenance/Replacement,2,Dispatch Crew,Cart Approved - Delivered,1314 W ROSCOE ST,60657,1166933.162,1922699.229,44,19,6,27,41.94355648,-87.662145,"(41.943556478139385, -87.6621450019854)",23,50,TRUE
5/10/2017,Completed,10/19/2017,17-02925102,Garbage Cart Black Maintenance/Replacement,2,Dispatch Crew,Cart Approved - Delivered,1306 W ROSCOE ST,60657,1166986.462,1922700.829,44,19,6,27,41.943561,-87.66184423,"(41.943560995580896, -87.66184423382091)",47,50,FALSE
5/10/2017,Completed,10/19/2017,17-02925082,Garbage Cart Black Maintenance/Replacement,0,Dispatch Crew,Area inspected no such address as specified,1302 W ROSCOE ST,60657,1167013.062,1922701.629,44,19,6,27,41.94356343,-87.66169465,"(41.94356343486516, -87.66169465382201)",29,50,TRUE
5/10/2017,Completed,10/19/2017,17-02930057,Garbage Cart Black Maintenance/Replacement,2,Dispatch Crew,Cart Approved - Delivered,1126 W ROSCOE ST,60657,1168069.16,1922731.457,44,19,6,,41.94362416,-87.6577207,"(41.94362415519731, -87.65772070390803)",8,50,TRUE
5/10/2017,Completed,11/6/2017,17-02930005,Garbage Cart Black Maintenance/Replacement,0,Dispatch Crew,Cart Approved - Delivered,1122 W ROSCOE ST,60657,1168111.66,1922732.657,44,19,6,,41.94362652,-87.65756525,"(41.9436265232648, -87.65756525447507)",10,50,TRUE
5/10/2017,Completed - Dup,8/16/2017,17-02941569,Garbage Cart Black Maintenance/Replacement,,,,3436 N CENTRAL PARK AVE,60618,1151771.246,1922527.68,30,17,21,,41.9439065,-87.71773181,"(41.94390650031984, -87.71773181014196)",37,50,TRUE
5/10/2017,Completed,11/3/2017,17-02937543,Garbage Cart Black Maintenance/Replacement,0,Dispatch Crew,Area inspected- cart(s) were on site in working condition,6114 W CORNELIA AVE,60634,1135000.973,1922637.93,36,16,17,,41.94401487,-87.7795158,"(41.94401486632802, -87.77951580072633)",26,50,FALSE
5/10/2017,Completed,11/6/2017,17-02927672,Garbage Cart Black Maintenance/Replacement,2,Dispatch Crew,Cart Approved - Delivered,1341 W NEWPORT AVE,60657,1166743.72,1923026.478,44,19,6,27,41.94423439,-87.66314208,"(41.94423438532779, -87.66314208435087)",28,50,FALSE
5/10/2017,Completed - Dup,7/13/2017,17-02930842,Garbage Cart Black Maintenance/Replacement,,,,1818 W NEWPORT AVE,60657,1163533.506,1922936.98,47,19,5,,41.94428093,-87.67470874,"(41.944280927773725, -87.67470873957288)",13,50,TRUE
5/10/2017,Completed,10/31/2017,17-02936653,Garbage Cart Black Maintenance/Replacement,1,Dispatch Crew,Cart Approved - Delivered,4901 W ADDISON ST,60641,1143029.41,1923485.766,31,16,15,,41.94597978,-87.74976888,"(41.94597977648431, -87.74976887999195)",43,50,TRUE
5/10/2017,Completed,10/20/2017,17-02939110,Garbage Cart Black Maintenance/Replacement,1,Dispatch Crew,Cart Approved - Delivered,3617 N SEELEY AVE,60618,1162042.761,1924013.084,47,19,5,,41.94739372,-87.67963573,"(41.94739372290497, -87.67963572666689)",50,50,FALSE
5/10/2017,Completed,5/18/2017,17-02931096,Garbage Cart Black Maintenance/Replacement,3,Dispatch Crew,Cart Approved - Delivered,3735 N SPAULDING AVE,60618,1153724.263,1924646.38,33,17,16,,41.94947903,-87.71019773,"(41.94947903188707, -87.71019773130308)",18,50,TRUE
5/10/2017,Completed,10/25/2017,17-02938123,Garbage Cart Black Maintenance/Replacement,0,Dispatch Crew,Area inspected- cart(s) were on site in working condition,3907 N NORDICA AVE,60634,1128367.901,1925157.221,38,16,17,,41.95106662,-87.8033894,"(41.95106662146037, -87.80338940239257)",43,50,TRUE
5/10/2017,Completed,10/25/2017,17-02936010,Garbage Cart Black Maintenance/Replacement,1,Dispatch Crew,Cart Approved - Delivered,3912 N NORA AVE,60634,1128701.334,1925202.308,38,16,17,,41.95124088,-87.80245975,"(41.951240884557585, -87.80245975289891)",14,50,FALSE
